Ensembl_gene	Cancer_type	Gene_name	count
ENSG00000165837	TCGA-KICH	FAM194B	3
ENSG00000168350	TCGA-KICH	DEGS2	3
ENSG00000243649	TCGA-KICH	CFB	3
ENSG00000003509	TCGA-KIRC	NDUFAF7	3
ENSG00000006128	TCGA-KIRC	TAC1	3
ENSG00000039600	TCGA-KIRC	SOX30	3
ENSG00000057704	TCGA-KIRC	TMCC3	3
ENSG00000058063	TCGA-KIRC	ATP11B	3
ENSG00000065717	TCGA-KIRC	TLE2	3
ENSG00000070010	TCGA-KIRC	UFD1L	3
ENSG00000080189	TCGA-KIRC	SLC35C2	3
ENSG00000086062	TCGA-KIRC	B4GALT1	3
ENSG00000099999	TCGA-KIRC	RNF215	3
ENSG00000100249	TCGA-KIRC	C22orf31	3
ENSG00000100811	TCGA-KIRC	YY1	3
ENSG00000101951	TCGA-KIRC	PAGE4	3
ENSG00000108175	TCGA-KIRC	ZMIZ1	3
ENSG00000108298	TCGA-KIRC	RPL19	3
ENSG00000109445	TCGA-KIRC	ZNF330	3
ENSG00000109743	TCGA-KIRC	BST1	3
ENSG00000114021	TCGA-KIRC	NIT2	3
ENSG00000114541	TCGA-KIRC	FRMD4B	3
ENSG00000116809	TCGA-KIRC	ZBTB17	3
ENSG00000118640	TCGA-KIRC	VAMP8	3
ENSG00000122378	TCGA-KIRC	FAM213A	3
ENSG00000123810	TCGA-KIRC	B9D2	3
ENSG00000124159	TCGA-KIRC	MATN4	3
ENSG00000124422	TCGA-KIRC	USP22	3
ENSG00000125084	TCGA-KIRC	WNT1	3
ENSG00000126458	TCGA-KIRC	RRAS	3
ENSG00000127191	TCGA-KIRC	TRAF2	3
ENSG00000129968	TCGA-KIRC	ABHD17A	3
ENSG00000130363	TCGA-KIRC	RSPH3	3
ENSG00000131864	TCGA-KIRC	USP29	3
ENSG00000135709	TCGA-KIRC	KIAA0513	3
ENSG00000136457	TCGA-KIRC	CHAD	3
ENSG00000136603	TCGA-KIRC	SKIL	3
ENSG00000137561	TCGA-KIRC	TTPA	3
ENSG00000138629	TCGA-KIRC	UBL7	3
ENSG00000140543	TCGA-KIRC	DET1	3
ENSG00000143612	TCGA-KIRC	C1orf43	3
ENSG00000144381	TCGA-KIRC	HSPD1	3
ENSG00000146147	TCGA-KIRC	MLIP	3
ENSG00000146476	TCGA-KIRC	C6orf211	3
ENSG00000147613	TCGA-KIRC	PSKH2	3
ENSG00000149262	TCGA-KIRC	INTS4	3
ENSG00000154645	TCGA-KIRC	CHODL	3
ENSG00000155636	TCGA-KIRC	RBM45	3
ENSG00000157017	TCGA-KIRC	GHRL	3
ENSG00000160326	TCGA-KIRC	SLC2A6	3
ENSG00000161640	TCGA-KIRC	SIGLEC11	3
ENSG00000161860	TCGA-KIRC	SYCE2	3
ENSG00000162413	TCGA-KIRC	KLHL21	3
ENSG00000162694	TCGA-KIRC	EXTL2	3
ENSG00000164124	TCGA-KIRC	TMEM144	3
ENSG00000164284	TCGA-KIRC	GRPEL2	3
ENSG00000166670	TCGA-KIRC	MMP10	3
ENSG00000167193	TCGA-KIRC	CRK	3
ENSG00000168522	TCGA-KIRC	FNTA	3
ENSG00000168539	TCGA-KIRC	CHRM1	3
ENSG00000169446	TCGA-KIRC	MMGT1	3
ENSG00000169919	TCGA-KIRC	GUSB	3
ENSG00000170613	TCGA-KIRC	FAM71B	3
ENSG00000170855	TCGA-KIRC	TRIAP1	3
ENSG00000171703	TCGA-KIRC	TCEA2	3
ENSG00000172457	TCGA-KIRC	OR9G4	3
ENSG00000172732	TCGA-KIRC	MUS81	3
ENSG00000173064	TCGA-KIRC	HECTD4	3
ENSG00000176490	TCGA-KIRC	DIRAS1	3
ENSG00000183346	TCGA-KIRC	C10orf107	3
ENSG00000183570	TCGA-KIRC	PCBP3	3
ENSG00000183921	TCGA-KIRC	SDR42E2	3
ENSG00000184408	TCGA-KIRC	KCND2	3
ENSG00000185966	TCGA-KIRC	LCE3E	3
ENSG00000185973	TCGA-KIRC	TMLHE	3
ENSG00000186090	TCGA-KIRC	HTR3D	3
ENSG00000186998	TCGA-KIRC	EMID1	3
ENSG00000188211	TCGA-KIRC	NCR3LG1	3
ENSG00000189184	TCGA-KIRC	PCDH18	3
ENSG00000196792	TCGA-KIRC	STRN3	3
ENSG00000197128	TCGA-KIRC	ZNF772	3
ENSG00000198093	TCGA-KIRC	ZNF649	3
ENSG00000198755	TCGA-KIRC	RPL10A	3
ENSG00000213762	TCGA-KIRC	ZNF134	3
ENSG00000221932	TCGA-KIRC	HEPN1	3
ENSG00000260272	TCGA-KIRC	RP11-20I23.1	3
ENSG00000260836	TCGA-KIRC	RP11-152F13.10	3
ENSG00000275342	TCGA-KIRC	PRAG1	3
ENSG00000281887	TCGA-KIRC	GIMAP1-GIMAP5	3
ENSG00000000938	TCGA-KIRP	FGR	3
ENSG00000009307	TCGA-KIRP	CSDE1	3
ENSG00000050730	TCGA-KIRP	TNIP3	3
ENSG00000089163	TCGA-KIRP	SIRT4	3
ENSG00000100461	TCGA-KIRP	RBM23	3
ENSG00000100612	TCGA-KIRP	DHRS7	3
ENSG00000111331	TCGA-KIRP	OAS3	3
ENSG00000126500	TCGA-KIRP	FLRT1	3
ENSG00000138604	TCGA-KIRP	GLCE	3
ENSG00000140830	TCGA-KIRP	TXNL4B	3
ENSG00000144306	TCGA-KIRP	SCRN3	3
ENSG00000150045	TCGA-KIRP	KLRF1	3
ENSG00000154099	TCGA-KIRP	DNAAF1	3
ENSG00000154582	TCGA-KIRP	TCEB1	3
ENSG00000155957	TCGA-KIRP	TMBIM4	3
ENSG00000156639	TCGA-KIRP	ZFAND3	3
ENSG00000166793	TCGA-KIRP	YPEL4	3
ENSG00000169629	TCGA-KIRP	RGPD8	3
ENSG00000182179	TCGA-KIRP	UBA7	3
ENSG00000224420	TCGA-KIRP	ADM5	3
ENSG00000241360	TCGA-KIRP	PDXP	3
ENSG00000010404	TCGA-LAML	IDS	3
ENSG00000011347	TCGA-LAML	SYT7	3
ENSG00000029363	TCGA-LAML	BCLAF1	3
ENSG00000057935	TCGA-LAML	MTA3	3
ENSG00000101972	TCGA-LAML	STAG2	3
ENSG00000102034	TCGA-LAML	ELF4	3
ENSG00000115107	TCGA-LAML	STEAP3	3
ENSG00000115155	TCGA-LAML	OTOF	3
ENSG00000122585	TCGA-LAML	NPY	3
ENSG00000124422	TCGA-LAML	USP22	3
ENSG00000131143	TCGA-LAML	COX4I1	3
ENSG00000133816	TCGA-LAML	MICAL2	3
ENSG00000135828	TCGA-LAML	RNASEL	3
ENSG00000139178	TCGA-LAML	C1RL	3
ENSG00000150556	TCGA-LAML	LYPD6B	3
ENSG00000154783	TCGA-LAML	FGD5	3
ENSG00000163755	TCGA-LAML	HPS3	3
ENSG00000163873	TCGA-LAML	GRIK3	3
ENSG00000164898	TCGA-LAML	C7orf55	3
ENSG00000167554	TCGA-LAML	ZNF610	3
ENSG00000170779	TCGA-LAML	CDCA4	3
ENSG00000176358	TCGA-LAML	TAC4	3
ENSG00000177383	TCGA-LAML	MAGEF1	3
ENSG00000185245	TCGA-LAML	GP1BA	3
ENSG00000185821	TCGA-LAML	OR6C76	3
ENSG00000187244	TCGA-LAML	BCAM	3
ENSG00000196268	TCGA-LAML	ZNF493	3
ENSG00000216490	TCGA-LAML	IFI30	3
ENSG00000267796	TCGA-LAML	LIN37	3
ENSG00000025293	TCGA-LGG	PHF20	3
ENSG00000077380	TCGA-LGG	DYNC1I2	3
ENSG00000089022	TCGA-LGG	MAPKAPK5	3
ENSG00000101057	TCGA-LGG	MYBL2	3
ENSG00000101981	TCGA-LGG	F9	3
ENSG00000105248	TCGA-LGG	CCDC94	3
ENSG00000108342	TCGA-LGG	CSF3	3
ENSG00000108684	TCGA-LGG	ASIC2	3
ENSG00000115380	TCGA-LGG	EFEMP1	3
ENSG00000117501	TCGA-LGG	MROH9	3
ENSG00000125629	TCGA-LGG	INSIG2	3
ENSG00000125844	TCGA-LGG	RRBP1	3
ENSG00000134376	TCGA-LGG	CRB1	3
ENSG00000134709	TCGA-LGG	HOOK1	3
ENSG00000135414	TCGA-LGG	GDF11	3
ENSG00000143546	TCGA-LGG	S100A8	3
ENSG00000145734	TCGA-LGG	BDP1	3
ENSG00000146006	TCGA-LGG	LRRTM2	3
ENSG00000148300	TCGA-LGG	REXO4	3
ENSG00000151023	TCGA-LGG	ENKUR	3
ENSG00000156127	TCGA-LGG	BATF	3
ENSG00000156869	TCGA-LGG	FRRS1	3
ENSG00000160877	TCGA-LGG	NACC1	3
ENSG00000162624	TCGA-LGG	LHX8	3
ENSG00000163516	TCGA-LGG	ANKZF1	3
ENSG00000163864	TCGA-LGG	NMNAT3	3
ENSG00000164066	TCGA-LGG	INTU	3
ENSG00000164967	TCGA-LGG	RPP25L	3
ENSG00000165164	TCGA-LGG	CXorf22	3
ENSG00000166557	TCGA-LGG	TMED3	3
ENSG00000167904	TCGA-LGG	TMEM68	3
ENSG00000170915	TCGA-LGG	PAQR8	3
ENSG00000175065	TCGA-LGG	DSG4	3
ENSG00000175220	TCGA-LGG	ARHGAP1	3
ENSG00000176678	TCGA-LGG	FOXL1	3
ENSG00000180537	TCGA-LGG	RNF182	3
ENSG00000183850	TCGA-LGG	ZNF730	3
ENSG00000185760	TCGA-LGG	KCNQ5	3
ENSG00000186787	TCGA-LGG	SPIN2B	3
ENSG00000188095	TCGA-LGG	MESP2	3
ENSG00000196878	TCGA-LGG	LAMB3	3
ENSG00000197580	TCGA-LGG	BCO2	3
ENSG00000198028	TCGA-LGG	ZNF560	3
ENSG00000198208	TCGA-LGG	RPS6KL1	3
ENSG00000198797	TCGA-LGG	BRINP2	3
ENSG00000213648	TCGA-LGG	SULT1A4	3
ENSG00000229314	TCGA-LGG	ORM1	3
ENSG00000243989	TCGA-LGG	ACY1	3
ENSG00000255587	TCGA-LGG	RAB44	3
ENSG00000276760	TCGA-LGG	AC136352.3	3
ENSG00000000460	TCGA-LIHC	C1orf112	3
ENSG00000102794	TCGA-LIHC	IRG1	3
ENSG00000103245	TCGA-LIHC	NARFL	3
ENSG00000115233	TCGA-LIHC	PSMD14	3
ENSG00000119729	TCGA-LIHC	RHOQ	3
ENSG00000131016	TCGA-LIHC	AKAP12	3
ENSG00000132603	TCGA-LIHC	NIP7	3
ENSG00000135899	TCGA-LIHC	SP110	3
ENSG00000137285	TCGA-LIHC	TUBB2B	3
ENSG00000147894	TCGA-LIHC	C9orf72	3
ENSG00000151834	TCGA-LIHC	GABRA2	3
ENSG00000160117	TCGA-LIHC	ANKLE1	3
ENSG00000160606	TCGA-LIHC	TLCD1	3
ENSG00000165480	TCGA-LIHC	SKA3	3
ENSG00000170627	TCGA-LIHC	GTSF1	3
ENSG00000172037	TCGA-LIHC	LAMB2	3
ENSG00000173226	TCGA-LIHC	IQCB1	3
ENSG00000179083	TCGA-LIHC	FAM133A	3
ENSG00000180828	TCGA-LIHC	BHLHE22	3
ENSG00000204099	TCGA-LIHC	NEU4	3
ENSG00000204390	TCGA-LIHC	HSPA1L	3
ENSG00000211448	TCGA-LIHC	DIO2	3
ENSG00000226372	TCGA-LIHC	DCAF8L1	3
ENSG00000006194	TCGA-LUAD	ZNF263	3
ENSG00000069849	TCGA-LUAD	ATP1B3	3
ENSG00000100410	TCGA-LUAD	PHF5A	3
ENSG00000111358	TCGA-LUAD	GTF2H3	3
ENSG00000111845	TCGA-LUAD	PAK1IP1	3
ENSG00000116985	TCGA-LUAD	BMP8B	3
ENSG00000124614	TCGA-LUAD	RPS10	3
ENSG00000130227	TCGA-LUAD	XPO7	3
ENSG00000132329	TCGA-LUAD	RAMP1	3
ENSG00000137462	TCGA-LUAD	TLR2	3
ENSG00000137509	TCGA-LUAD	PRCP	3
ENSG00000143546	TCGA-LUAD	S100A8	3
ENSG00000151090	TCGA-LUAD	THRB	3
ENSG00000156413	TCGA-LUAD	FUT6	3
ENSG00000158292	TCGA-LUAD	GPR153	3
ENSG00000162542	TCGA-LUAD	TMCO4	3
ENSG00000162643	TCGA-LUAD	WDR63	3
ENSG00000162961	TCGA-LUAD	DPY30	3
ENSG00000165905	TCGA-LUAD	GYLTL1B	3
ENSG00000166073	TCGA-LUAD	GPR176	3
ENSG00000168807	TCGA-LUAD	SNTB2	3
ENSG00000169239	TCGA-LUAD	CA5B	3
ENSG00000170049	TCGA-LUAD	KCNAB3	3
ENSG00000186190	TCGA-LUAD	BPIFB3	3
ENSG00000196296	TCGA-LUAD	ATP2A1	3
ENSG00000196655	TCGA-LUAD	TRAPPC4	3
ENSG00000204007	TCGA-LUAD	GLT6D1	3
ENSG00000205978	TCGA-LUAD	NYNRIN	3
ENSG00000214595	TCGA-LUAD	EML6	3
ENSG00000230549	TCGA-LUAD	USP17L1P	3
ENSG00000088888	TCGA-LUSC	MAVS	3
ENSG00000109089	TCGA-LUSC	CDR2L	3
ENSG00000115307	TCGA-LUSC	AUP1	3
ENSG00000116039	TCGA-LUSC	ATP6V1B1	3
ENSG00000116396	TCGA-LUSC	KCNC4	3
ENSG00000124140	TCGA-LUSC	SLC12A5	3
ENSG00000144655	TCGA-LUSC	CSRNP1	3
ENSG00000144834	TCGA-LUSC	TAGLN3	3
ENSG00000146469	TCGA-LUSC	VIP	3
ENSG00000152700	TCGA-LUSC	SAR1B	3
ENSG00000157999	TCGA-LUSC	ANKRD61	3
ENSG00000158428	TCGA-LUSC	C2orf62	3
ENSG00000161860	TCGA-LUSC	SYCE2	3
ENSG00000162738	TCGA-LUSC	VANGL2	3
ENSG00000163607	TCGA-LUSC	GTPBP8	3
ENSG00000165724	TCGA-LUSC	ZMYND19	3
ENSG00000168282	TCGA-LUSC	MGAT2	3
ENSG00000184857	TCGA-LUSC	TMEM186	3
ENSG00000205186	TCGA-LUSC	FABP9	3
ENSG00000231213	TCGA-LUSC	PLSCR5	3
ENSG00000243207	TCGA-LUSC	PPAN-P2RY11	3
ENSG00000249961	TCGA-LUSC	CCDC79	3
ENSG00000268104	TCGA-LUSC	SLC6A14	3
ENSG00000274391	TCGA-LUSC	TPTE	3
ENSG00000277932	TCGA-LUSC	OR52E5	3
ENSG00000196220	TCGA-MESO	SRGAP3	3
ENSG00000021645	TCGA-OV	NRXN3	3
ENSG00000046651	TCGA-OV	OFD1	3
ENSG00000058804	TCGA-OV	NDC1	3
ENSG00000074966	TCGA-OV	TXK	3
ENSG00000085365	TCGA-OV	SCAMP1	3
ENSG00000099998	TCGA-OV	GGT5	3
ENSG00000100201	TCGA-OV	DDX17	3
ENSG00000103375	TCGA-OV	AQP8	3
ENSG00000104883	TCGA-OV	PEX11G	3
ENSG00000107593	TCGA-OV	PKD2L1	3
ENSG00000110107	TCGA-OV	PRPF19	3
ENSG00000110651	TCGA-OV	CD81	3
ENSG00000113272	TCGA-OV	THG1L	3
ENSG00000119185	TCGA-OV	ITGB1BP1	3
ENSG00000124191	TCGA-OV	TOX2	3
ENSG00000124440	TCGA-OV	HIF3A	3
ENSG00000130024	TCGA-OV	PHF10	3
ENSG00000131115	TCGA-OV	ZNF227	3
ENSG00000132716	TCGA-OV	DCAF8	3
ENSG00000133704	TCGA-OV	IPO8	3
ENSG00000137673	TCGA-OV	MMP7	3
ENSG00000137809	TCGA-OV	ITGA11	3
ENSG00000138646	TCGA-OV	HERC5	3
ENSG00000142207	TCGA-OV	URB1	3
ENSG00000144227	TCGA-OV	NXPH2	3
ENSG00000146285	TCGA-OV	SCML4	3
ENSG00000146909	TCGA-OV	NOM1	3
ENSG00000148468	TCGA-OV	FAM171A1	3
ENSG00000148488	TCGA-OV	ST8SIA6	3
ENSG00000151148	TCGA-OV	UBE3B	3
ENSG00000152193	TCGA-OV	RNF219	3
ENSG00000154839	TCGA-OV	SKA1	3
ENSG00000157881	TCGA-OV	PANK4	3
ENSG00000162783	TCGA-OV	IER5	3
ENSG00000165621	TCGA-OV	OXGR1	3
ENSG00000165730	TCGA-OV	STOX1	3
ENSG00000166167	TCGA-OV	BTRC	3
ENSG00000169397	TCGA-OV	RNASE3	3
ENSG00000169609	TCGA-OV	C15orf40	3
ENSG00000169914	TCGA-OV	OTUD3	3
ENSG00000170027	TCGA-OV	YWHAG	3
ENSG00000170153	TCGA-OV	RNF150	3
ENSG00000172640	TCGA-OV	OR10AD1	3
ENSG00000172769	TCGA-OV	OR5B3	3
ENSG00000183269	TCGA-OV	OR52E8	3
ENSG00000185222	TCGA-OV	WBP5	3
ENSG00000185608	TCGA-OV	MRPL40	3
ENSG00000185962	TCGA-OV	LCE3A	3
ENSG00000186204	TCGA-OV	CYP4F12	3
ENSG00000196184	TCGA-OV	OR10J1	3
ENSG00000197123	TCGA-OV	ZNF679	3
ENSG00000204525	TCGA-OV	HLA-C	3
ENSG00000204969	TCGA-OV	PCDHA2	3
ENSG00000235109	TCGA-OV	ZSCAN31	3
ENSG00000241258	TCGA-OV	CRCP	3
ENSG00000243725	TCGA-OV	TTC4	3
ENSG00000248329	TCGA-OV	RP11-366M4.3	3
ENSG00000251184	TCGA-OV	RP11-101E3.5	3
ENSG00000273217	TCGA-OV	CTC-432M15.3	3
ENSG00000128309	TCGA-PAAD	MPST	3
ENSG00000143194	TCGA-PAAD	MAEL	3
ENSG00000149452	TCGA-PAAD	SLC22A8	3
ENSG00000153291	TCGA-PAAD	SLC25A27	3
ENSG00000165476	TCGA-PAAD	REEP3	3
ENSG00000180190	TCGA-PAAD	TDRP	3
ENSG00000087086	TCGA-PCPG	FTL	3
ENSG00000117758	TCGA-PCPG	STX12	3
ENSG00000136695	TCGA-PCPG	IL36RN	3
ENSG00000154589	TCGA-PCPG	LY96	3
ENSG00000156486	TCGA-PCPG	KCNS2	3
ENSG00000015413	TCGA-PRAD	DPEP1	3
ENSG00000034053	TCGA-PRAD	APBA2	3
ENSG00000068878	TCGA-PRAD	PSME4	3
ENSG00000084774	TCGA-PRAD	CAD	3
ENSG00000100304	TCGA-PRAD	TTLL12	3
ENSG00000102595	TCGA-PRAD	UGGT2	3
ENSG00000111405	TCGA-PRAD	ENDOU	3
ENSG00000111732	TCGA-PRAD	AICDA	3
ENSG00000112333	TCGA-PRAD	NR2E1	3
ENSG00000113494	TCGA-PRAD	PRLR	3
ENSG00000113763	TCGA-PRAD	UNC5A	3
ENSG00000119888	TCGA-PRAD	EPCAM	3
ENSG00000129317	TCGA-PRAD	PUS7L	3
ENSG00000135049	TCGA-PRAD	AGTPBP1	3
ENSG00000138074	TCGA-PRAD	SLC5A6	3
ENSG00000145147	TCGA-PRAD	SLIT2	3
ENSG00000147113	TCGA-PRAD	CXorf36	3
ENSG00000151694	TCGA-PRAD	ADAM17	3
ENSG00000152240	TCGA-PRAD	HAUS1	3
ENSG00000153064	TCGA-PRAD	BANK1	3
ENSG00000158748	TCGA-PRAD	HTR6	3
ENSG00000159259	TCGA-PRAD	CHAF1B	3
ENSG00000160539	TCGA-PRAD	PPAPDC3	3
ENSG00000166278	TCGA-PRAD	C2	3
ENSG00000167978	TCGA-PRAD	SRRM2	3
ENSG00000168502	TCGA-PRAD	SOGA2	3
ENSG00000169393	TCGA-PRAD	ELSPBP1	3
ENSG00000176597	TCGA-PRAD	B3GNT5	3
ENSG00000176920	TCGA-PRAD	FUT2	3
ENSG00000179021	TCGA-PRAD	C3orf38	3
ENSG00000187510	TCGA-PRAD	PLEKHG7	3
ENSG00000188219	TCGA-PRAD	POTEE	3
ENSG00000205364	TCGA-PRAD	MT1M	3
ENSG00000205423	TCGA-PRAD	CNEP1R1	3
ENSG00000213859	TCGA-PRAD	KCTD11	3
ENSG00000287363	TCGA-PRAD	AL096814.2	3
ENSG00000013523	TCGA-READ	ANGEL1	3
ENSG00000099246	TCGA-READ	RAB18	3
ENSG00000119777	TCGA-READ	TMEM214	3
ENSG00000123607	TCGA-READ	TTC21B	3
ENSG00000125753	TCGA-READ	VASP	3
ENSG00000139826	TCGA-READ	ABHD13	3
ENSG00000141564	TCGA-READ	RPTOR	3
ENSG00000141646	TCGA-READ	SMAD4	3
ENSG00000146648	TCGA-READ	EGFR	3
ENSG00000147905	TCGA-READ	ZCCHC7	3
ENSG00000160796	TCGA-READ	NBEAL2	3
ENSG00000162620	TCGA-READ	LRRIQ3	3
ENSG00000165512	TCGA-READ	ZNF22	3
ENSG00000165887	TCGA-READ	ANKRD2	3
ENSG00000167566	TCGA-READ	NCKAP5L	3
ENSG00000172915	TCGA-READ	NBEA	3
ENSG00000002549	TCGA-SKCM	LAP3	3
ENSG00000050730	TCGA-SKCM	TNIP3	3
ENSG00000062096	TCGA-SKCM	ARSF	3
ENSG00000068724	TCGA-SKCM	TTC7A	3
ENSG00000096872	TCGA-SKCM	IFT74	3
ENSG00000100395	TCGA-SKCM	L3MBTL2	3
ENSG00000100462	TCGA-SKCM	PRMT5	3
ENSG00000102007	TCGA-SKCM	PLP2	3
ENSG00000106069	TCGA-SKCM	CHN2	3
ENSG00000112339	TCGA-SKCM	HBS1L	3
ENSG00000123297	TCGA-SKCM	TSFM	3
ENSG00000129197	TCGA-SKCM	RPAIN	3
ENSG00000132792	TCGA-SKCM	CTNNBL1	3
ENSG00000133063	TCGA-SKCM	CHIT1	3
ENSG00000135521	TCGA-SKCM	LTV1	3
ENSG00000138175	TCGA-SKCM	ARL3	3
ENSG00000140263	TCGA-SKCM	SORD	3
ENSG00000140470	TCGA-SKCM	ADAMTS17	3
ENSG00000164040	TCGA-SKCM	PGRMC2	3
ENSG00000168056	TCGA-SKCM	LTBP3	3
ENSG00000171403	TCGA-SKCM	KRT9	3
ENSG00000171992	TCGA-SKCM	SYNPO	3
ENSG00000175073	TCGA-SKCM	VCPIP1	3
ENSG00000197183	TCGA-SKCM	C20orf112	3
ENSG00000214290	TCGA-SKCM	COLCA2	3
ENSG00000033867	TCGA-STAD	SLC4A7	3
ENSG00000090339	TCGA-STAD	ICAM1	3
ENSG00000103056	TCGA-STAD	SMPD3	3
ENSG00000105085	TCGA-STAD	MED26	3
ENSG00000113303	TCGA-STAD	BTNL8	3
ENSG00000113732	TCGA-STAD	ATP6V0E1	3
ENSG00000115286	TCGA-STAD	NDUFS7	3
ENSG00000133863	TCGA-STAD	TEX15	3
ENSG00000136160	TCGA-STAD	EDNRB	3
ENSG00000136444	TCGA-STAD	RSAD1	3
ENSG00000137841	TCGA-STAD	PLCB2	3
ENSG00000148688	TCGA-STAD	RPP30	3
ENSG00000149308	TCGA-STAD	NPAT	3
ENSG00000156475	TCGA-STAD	PPP2R2B	3
ENSG00000163106	TCGA-STAD	HPGDS	3
ENSG00000166441	TCGA-STAD	RPL27A	3
ENSG00000172399	TCGA-STAD	MYOZ2	3
ENSG00000177098	TCGA-STAD	SCN4B	3
ENSG00000196368	TCGA-STAD	NUDT11	3
ENSG00000198890	TCGA-STAD	PRMT6	3
ENSG00000131477	TCGA-TGCT	RAMP2	3
ENSG00000014138	TCGA-THCA	POLA2	3
ENSG00000037474	TCGA-THCA	NSUN2	3
ENSG00000048392	TCGA-THCA	RRM2B	3
ENSG00000057019	TCGA-THCA	DCBLD2	3
ENSG00000061492	TCGA-THCA	WNT8A	3
ENSG00000066044	TCGA-THCA	ELAVL1	3
ENSG00000066739	TCGA-THCA	ATG2B	3
ENSG00000074935	TCGA-THCA	TUBE1	3
ENSG00000076108	TCGA-THCA	BAZ2A	3
ENSG00000100023	TCGA-THCA	PPIL2	3
ENSG00000100024	TCGA-THCA	UPB1	3
ENSG00000101940	TCGA-THCA	WDR13	3
ENSG00000105136	TCGA-THCA	ZNF419	3
ENSG00000109919	TCGA-THCA	MTCH2	3
ENSG00000113555	TCGA-THCA	PCDH12	3
ENSG00000122861	TCGA-THCA	PLAU	3
ENSG00000130560	TCGA-THCA	UBAC1	3
ENSG00000131634	TCGA-THCA	TMEM204	3
ENSG00000134627	TCGA-THCA	PIWIL4	3
ENSG00000137135	TCGA-THCA	ARHGEF39	3
ENSG00000146385	TCGA-THCA	TAAR8	3
ENSG00000151657	TCGA-THCA	KIN	3
ENSG00000152034	TCGA-THCA	MCHR2	3
ENSG00000163291	TCGA-THCA	PAQR3	3
ENSG00000164294	TCGA-THCA	GPX8	3
ENSG00000164626	TCGA-THCA	KCNK5	3
ENSG00000165716	TCGA-THCA	FAM69B	3
ENSG00000167100	TCGA-THCA	SAMD14	3
ENSG00000167286	TCGA-THCA	CD3D	3
ENSG00000170525	TCGA-THCA	PFKFB3	3
ENSG00000182591	TCGA-THCA	KRTAP11-1	3
ENSG00000184258	TCGA-THCA	CDR1	3
ENSG00000187535	TCGA-THCA	IFT140	3
ENSG00000188010	TCGA-THCA	MORN2	3
ENSG00000189127	TCGA-THCA	ANKRD34B	3
ENSG00000196632	TCGA-THCA	WNK3	3
ENSG00000197177	TCGA-THCA	GPR123	3
ENSG00000204548	TCGA-THCA	DEFB121	3
ENSG00000227345	TCGA-THCA	PARG	3
ENSG00000239306	TCGA-THCA	RBM14	3
ENSG00000239697	TCGA-THCA	TNFSF12	3
ENSG00000241553	TCGA-THCA	ARPC4	3
ENSG00000242866	TCGA-THCA	STRC	3
ENSG00000244617	TCGA-THCA	ASPRV1	3
ENSG00000259207	TCGA-THCA	ITGB3	3
ENSG00000083838	TCGA-UCEC	ZNF446	3
ENSG00000089289	TCGA-UCEC	IGBP1	3
ENSG00000108622	TCGA-UCEC	ICAM2	3
ENSG00000114013	TCGA-UCEC	CD86	3
ENSG00000121542	TCGA-UCEC	SEC22A	3
ENSG00000121743	TCGA-UCEC	GJA3	3
ENSG00000124535	TCGA-UCEC	WRNIP1	3
ENSG00000126264	TCGA-UCEC	HCST	3
ENSG00000126756	TCGA-UCEC	UXT	3
ENSG00000130226	TCGA-UCEC	DPP6	3
ENSG00000131831	TCGA-UCEC	RAI2	3
ENSG00000132254	TCGA-UCEC	ARFIP2	3
ENSG00000133800	TCGA-UCEC	LYVE1	3
ENSG00000135917	TCGA-UCEC	SLC19A3	3
ENSG00000141552	TCGA-UCEC	ANAPC11	3
ENSG00000142784	TCGA-UCEC	WDTC1	3
ENSG00000143224	TCGA-UCEC	PPOX	3
ENSG00000143507	TCGA-UCEC	DUSP10	3
ENSG00000145907	TCGA-UCEC	G3BP1	3
ENSG00000146904	TCGA-UCEC	EPHA1	3
ENSG00000148704	TCGA-UCEC	VAX1	3
ENSG00000151812	TCGA-UCEC	SLC35F4	3
ENSG00000152495	TCGA-UCEC	CAMK4	3
ENSG00000153832	TCGA-UCEC	FBXO36	3
ENSG00000164087	TCGA-UCEC	POC1A	3
ENSG00000165060	TCGA-UCEC	FXN	3
ENSG00000167670	TCGA-UCEC	CHAF1A	3
ENSG00000168229	TCGA-UCEC	PTGDR	3
ENSG00000169418	TCGA-UCEC	NPR1	3
ENSG00000169679	TCGA-UCEC	BUB1	3
ENSG00000171016	TCGA-UCEC	PYGO1	3
ENSG00000171561	TCGA-UCEC	OR2AT4	3
ENSG00000174970	TCGA-UCEC	OR10AG1	3
ENSG00000176155	TCGA-UCEC	CCDC57	3
ENSG00000184990	TCGA-UCEC	SIVA1	3
ENSG00000185924	TCGA-UCEC	RTN4RL1	3
ENSG00000188536	TCGA-UCEC	HBA2	3
ENSG00000204264	TCGA-UCEC	PSMB8	3
ENSG00000221858	TCGA-UCEC	OR2A12	3
ENSG00000231213	TCGA-UCEC	PLSCR5	3
ENSG00000268447	TCGA-UCEC	SSX2B	3
ENSG00000119487	TCGA-ACC	MAPKAP1	2
ENSG00000144057	TCGA-ACC	ST6GAL2	2
ENSG00000177469	TCGA-ACC	PTRF	2
ENSG00000181409	TCGA-ACC	AATK	2
ENSG00000004846	TCGA-BLCA	ABCB5	2
ENSG00000043462	TCGA-BLCA	LCP2	2
ENSG00000049249	TCGA-BLCA	TNFRSF9	2
ENSG00000065923	TCGA-BLCA	SLC9A7	2
